FCR,Self-Sufficiency,PV Size,Battery Capacity,Max Power,Energy Efficiency,Total PV production during period,Total electricity cost base case,Total electricity cost with PV,Total electricity cost with PV and battery,Electricity cost/kWh base case,Electricity cost/kWh with PV,Electricity cost/kWh with PV and battery,€ % drop/kWh,Savings from PV during period,Savings from battery during period,Savings from (PV and) battery during period,Savings from reduced power contract fee,Payback Time PV,Payback Time battery,Payback Time (PV and) battery,Total demand (kWh),Self-sufficiency (SSR only PV %),Self-sufficiency (SSR %),Self-consumption (%),Number of Cycles in period,Time below 20% SoC (%),Time above 80% SoC (%),€ saved per passed kWh,PV investment (EUR),CO2 avoided of the grid electricy mix [CO2eq],Battery investment (EUR),Total Investment (EUR),Battery Capacity Price (EUR/kWh),Battery Power Price (EUR/kWh),PV Price (EUR/kW),Total FCR revenue (EUR),FCR% of saving,peak% of saving,start_time,end_time,demand_data_used:,length of simulation,%time_SoC_20%-80%,config_id,year_offset,ss_cost_import,ss_cost_export,enable_all
On,Import 0.0 and export 0.0,1,0,25,0.7224999999999999,73.96388,2479.03415585,575.46465625,575.46465625,0.03390338728807341,0.00787008160633923,0.00787008160633923,76.78673950933576,1903.5694996,466.64,2370.2094996,466.64,0.0,0.0,0.0,73120.545,59.17642572275685,59.17642572275685,58.501697044557424,,0.0,0.0,0.0,0,0.0,0,0,400,0,0,0.0,0.0,100.0,2024-01-01 00:00:00,2024-11-24 22:00:00,2024-01-01 00:00:00 to 2024-11-24 22:00:00,0.9013698630136986,100.0,yom1_ic0_0_ec0_0_eaTrue,-1,0.0,0.0,True
On,Import 0.0 and export 0.0,1,150,25,0.7224999999999999,73.96388,2479.03415585,575.46465625,193.29417387666606,0.03390338728807341,0.00787008160633923,0.0026435001801021324,92.20284345737906,1903.5694996,8306.77493562046,10210.34443522046,911.737202,0.0,6.510612385669788,5.2968038565149715,73120.545,59.17642572275685,59.45415493802735,58.77625959567021,54.58221148666667,11.766941101963267,12.298923369221026,1.0133216086094385,0,4.645389024611454,60000,60000,400,0,0,7012.867251247126,84.42346525093751,10.975826467746948,2024-01-01 00:00:00,2024-11-24 22:00:00,2024-01-01 00:00:00 to 2024-11-24 22:00:00,0.9013698630136986,75.9341355288157,yom1_ic0_0_ec0_0_eaTrue,-1,0.0,0.0,True
