FCR,Self-Sufficiency,Region,Company,PV Size,Battery Capacity,Max Power,Energy Efficiency,Total PV production during period,Total electricity cost base case,Total electricity cost with PV,Total electricity cost with PV and battery,Electricity cost/kWh base case,Electricity cost/kWh with PV,Electricity cost/kWh with PV and battery,€ % drop/kWh,Savings from PV during period,Savings from battery during period,Savings from (PV and) battery during period,Savings from reduced power contract fee,Payback Time PV,Payback Time battery,Payback Time (PV and) battery,Total demand (kWh),Self-sufficiency (SSR only PV %),Self-sufficiency (SSR %),Self-consumption (%),Number of Cycles in period,Time below 20% SoC (%),Time above 80% SoC (%),€ saved per passed kWh,PV investment (EUR),CO2 avoided of the grid electricy mix [CO2eq],Battery investment (EUR),Total Investment (EUR),Battery Capacity Price (EUR/kWh),Battery Power Price (EUR/kWh),PV Price (EUR/kW),Total FCR revenue (EUR),FCR% of saving,peak% of saving,start_time,end_time,demand_data_used:,length of simulation,%time_SoC_20%-80%,config_id,year_offset,ss_cost_import,ss_cost_export,enable_all
On,Import 5000.0 and export 0.0,SE3,041. Siriusgatan,1,0,25,0.7224999999999999,278.12158,18499.7609539125,8033.2321476625,8033.2321476625,0.05970690230363341,0.02592678944434974,0.02592678944434974,56.576562434102385,10466.52880625,3662.88,14129.408806250001,3662.88,0.0,0.0,0.0,309842.92,43.71036459377545,43.71036459377545,48.69577901865795,,0.0,0.0,0.0,0,0.0,0,0,400,0,0,0.0,0.0,100.0,2025-01-01 00:00:00,2025-12-31 23:00:00,2025-01-01 00:00:00 to 2025-12-31 23:00:00,1.0,100.0,yo0_ic5000_0_ec0_0_eaTrue,0,5000.0,0.0,True
On,Import 5000.0 and export 0.0,SE3,041. Siriusgatan,1,150,25,0.7224999999999999,278.12158,18499.7609539125,8033.2321476625,7319.421200314637,0.05970690230363341,0.02592678944434974,0.023623006135865997,60.43504984443241,10466.52880625,8646.441537524737,19112.970343774738,4430.491476,0.0,6.939270882663774,3.1392294824306326,309842.92,43.71036459377545,52.75714812751894,58.7743994072772,169.69654552960665,19.828767123287673,14.121004566210047,0.33966514670142195,0,641.2049678583112,60000,60000,400,0,0,3502.1391141768745,40.50381997007581,51.24063415882808,2025-01-01 00:00:00,2025-12-31 23:00:00,2025-01-01 00:00:00 to 2025-12-31 23:00:00,1.0,66.05022831050228,yo0_ic5000_0_ec0_0_eaTrue,0,5000.0,0.0,True
