FCR,Self-Sufficiency,Region,Company,PV Size,Battery Capacity,Max Power,Energy Efficiency,Total PV production during period,Total electricity cost base case,Total electricity cost with PV,Total electricity cost with PV and battery,Electricity cost/kWh base case,Electricity cost/kWh with PV,Electricity cost/kWh with PV and battery,€ % drop/kWh,Savings from PV during period,Savings from battery during period,Savings from (PV and) battery during period,Savings from reduced power contract fee,Payback Time PV,Payback Time battery,Payback Time (PV and) battery,Total demand (kWh),Self-sufficiency (SSR only PV %),Self-sufficiency (SSR %),Self-consumption (%),Number of Cycles in period,Time below 20% SoC (%),Time above 80% SoC (%),€ saved per passed kWh,PV investment (EUR),CO2 avoided of the grid electricy mix [CO2eq],Battery investment (EUR),Total Investment (EUR),Battery Capacity Price (EUR/kWh),Battery Power Price (EUR/kWh),PV Price (EUR/kW),Total FCR revenue (EUR),FCR% of saving,peak% of saving,start_time,end_time,demand_data_used:,length of simulation,%time_SoC_20%-80%,config_id,year_offset,ss_cost_import,ss_cost_export,enable_all
Off,Import 5000.0 and export 0.0,SE3,041. Siriusgatan,1,0,25,0.7224999999999999,278.12158,18499.7609539125,8033.2321476625,8033.2321476625,0.05970690230363341,0.02592678944434974,0.02592678944434974,56.576562434102385,10466.52880625,3662.88,14129.408806250001,3662.88,0.0,0.0,0.0,309842.92,43.71036459377545,43.71036459377545,48.69577901865795,,0.0,0.0,0.0,0,0.0,0,0,400,0,0,0.0,0.0,100.0,2025-01-01 00:00:00,2025-12-31 23:00:00,2025-01-01 00:00:00 to 2025-12-31 23:00:00,1.0,100.0,yo0_ic5000_0_ec0_0_eaFalse,0,5000.0,0.0,False
Off,Import 5000.0 and export 0.0,SE3,041. Siriusgatan,1,150,25,0.7224999999999999,278.12158,18499.7609539125,8033.2321476625,7347.927832310808,0.05970690230363341,0.02592678944434974,0.02371500963233502,60.280957950665844,10466.52880625,5050.864315351692,15517.393121601694,4365.56,0.0,11.879154982966948,3.866628855105454,309842.92,43.71036459377545,52.822823598199385,58.84756553702522,161.32736735186666,29.805936073059357,21.746575342465754,0.20872111980584968,0,645.8598198186423,60000,60000,400,0,0,0.0,0.0,86.431939712402,2025-01-01 00:00:00,2025-12-31 23:00:00,2025-01-01 00:00:00 to 2025-12-31 23:00:00,1.0,48.44748858447488,yo0_ic5000_0_ec0_0_eaFalse,0,5000.0,0.0,False
