FCR,Self-Sufficiency,PV Size,Battery Capacity,Max Power,Energy Efficiency,Total PV production during period,Total electricity cost base case,Total electricity cost with PV,Total electricity cost with PV and battery,Electricity cost/kWh base case,Electricity cost/kWh with PV,Electricity cost/kWh with PV and battery,€ % drop/kWh,Savings from PV during period,Savings from battery during period,Savings from (PV and) battery during period,Savings from reduced power contract fee,Payback Time PV,Payback Time battery,Payback Time (PV and) battery,Total demand (kWh),Self-sufficiency (SSR only PV %),Self-sufficiency (SSR %),Self-consumption (%),Number of Cycles in period,Time below 20% SoC (%),Time above 80% SoC (%),€ saved per passed kWh,PV investment (EUR),CO2 avoided of the grid electricy mix [CO2eq],Battery investment (EUR),Total Investment (EUR),Battery Capacity Price (EUR/kWh),Battery Power Price (EUR/kWh),PV Price (EUR/kW),Total FCR revenue (EUR),FCR% of saving,peak% of saving,start_time,end_time,demand_data_used:,length of simulation,%time_SoC_20%-80%,config_id,year_offset,ss_cost_import,ss_cost_export,enable_all
On,Import 5000.0 and export 0.0,1,0,25,0.7224999999999999,73.96388,2479.03415585,575.46465625,575.46465625,0.03390338728807341,0.00787008160633923,0.00787008160633923,76.78673950933576,1903.5694996,466.64,2370.2094996,466.64,0.0,0.0,0.0,73120.545,59.17642572275685,59.17642572275685,58.501697044557424,,0.0,0.0,0.0,0,0.0,0,0,400,0,0,0.0,0.0,100.0,2024-01-01 00:00:00,2024-11-24 22:00:00,2024-01-01 00:00:00 to 2024-11-24 22:00:00,0.9013698630136986,100.0,yom1_ic5000_0_ec0_0_eaTrue,-1,5000.0,0.0,True
On,Import 5000.0 and export 0.0,1,150,25,0.7224999999999999,73.96388,2479.03415585,575.46465625,480.0362152250958,0.03390338728807341,0.00787008160633923,0.006564997774908486,80.63615968774326,1903.5694996,7043.092038019629,8946.661537619628,905.7449804,0.0,7.678756927905872,6.044957837447281,73120.545,59.17642572275685,75.66554807601338,74.80281068329298,90.51077621433333,11.880937302089931,9.107029765674477,0.5187155645053703,0,275.8024139833117,60000,60000,400,0,0,6041.918616594725,85.78502998369997,12.860047483557757,2024-01-01 00:00:00,2024-11-24 22:00:00,2024-01-01 00:00:00 to 2024-11-24 22:00:00,0.9013698630136986,79.01203293223558,yom1_ic5000_0_ec0_0_eaTrue,-1,5000.0,0.0,True
