FCR,Self-Sufficiency,Region,Company,PV Size,Battery Capacity,Max Power,Energy Efficiency,Total PV production during period,Total electricity cost base case,Total electricity cost with PV,Total electricity cost with PV and battery,Electricity cost/kWh base case,Electricity cost/kWh with PV,Electricity cost/kWh with PV and battery,€ % drop/kWh,Savings from PV during period,Savings from battery during period,Savings from (PV and) battery during period,Savings from reduced power contract fee,Payback Time PV,Payback Time battery,Payback Time (PV and) battery,Total demand (kWh),Self-sufficiency (SSR only PV %),Self-sufficiency (SSR %),Self-consumption (%),Number of Cycles in period,Time below 20% SoC (%),Time above 80% SoC (%),€ saved per passed kWh,PV investment (EUR),CO2 avoided of the grid electricy mix [CO2eq],Battery investment (EUR),Total Investment (EUR),Battery Capacity Price (EUR/kWh),Battery Power Price (EUR/kWh),PV Price (EUR/kW),Total FCR revenue (EUR),FCR% of saving,peak% of saving,start_time,end_time,demand_data_used:,length of simulation,%time_SoC_20%-80%,config_id,year_offset,ss_cost_import,ss_cost_export,enable_all
Off,Import 5000.0 and export 0.0,SE3,039. Godestadsvagen,1,0,25,0.7224999999999999,13.722620000000012,4171.612389021207,3739.2805057712058,3739.2805057712444,0.06509509036409175,0.05834885404513214,0.05834885404513274,10.36366380509768,432.33188325000066,6.079999999793756,438.4118832497946,6.07999999983241,0.0,0.0,0.0,64084.90049999812,10.669846479671167,10.669846479671167,49.828389185154236,,0.0,0.0,0.0,0,0.0,0,0,400,0,0,0.0,0.0,100.00000000063575,2025-01-01 00:00:00,2025-12-31 23:00:00,2025-01-01 00:00:00 to 2025-12-31 23:00:00,1.0,100.0,yo1_ic5000_0_ec0_0_eaFalse,1,5000.0,0.0,False
Off,Import 5000.0 and export 0.0,SE3,039. Godestadsvagen,1,150,25,0.7224999999999999,13.722620000000012,4171.612389021207,3739.2805057712058,3485.784744243541,0.06509509036409175,0.05834885404513214,0.05439323018444327,16.440349218029382,432.33188325000066,643.8157615274972,1076.147644777498,390.3199999998324,0.0,93.19436333407847,55.75443136560083,64084.90049999812,10.669846479671167,20.97833240732395,97.9692176114503,40.21842563179997,35.1027397260274,16.792237442922374,0.10671986805610537,0,151.1164349765056,60000,60000,400,0,0,0.0,0.0,60.62603982756983,2025-01-01 00:00:00,2025-12-31 23:00:00,2025-01-01 00:00:00 to 2025-12-31 23:00:00,1.0,48.10502283105023,yo1_ic5000_0_ec0_0_eaFalse,1,5000.0,0.0,False
