FCR,Self-Sufficiency,PV Size,Battery Capacity,Max Power,Energy Efficiency,Total PV production during period,Total electricity cost base case,Total electricity cost with PV,Total electricity cost with PV and battery,Electricity cost/kWh base case,Electricity cost/kWh with PV,Electricity cost/kWh with PV and battery,€ % drop/kWh,Savings from PV during period,Savings from battery during period,Savings from (PV and) battery during period,Savings from reduced power contract fee,Payback Time PV,Payback Time battery,Payback Time (PV and) battery,Total demand (kWh),Self-sufficiency (SSR only PV %),Self-sufficiency (SSR %),Self-consumption (%),Number of Cycles in period,Time below 20% SoC (%),Time above 80% SoC (%),€ saved per passed kWh,PV investment (EUR),CO2 avoided of the grid electricy mix [CO2eq],Battery investment (EUR),Total Investment (EUR),Battery Capacity Price (EUR/kWh),Battery Power Price (EUR/kWh),PV Price (EUR/kW),Total FCR revenue (EUR),FCR% of saving,peak% of saving,start_time,end_time,demand_data_used:,length of simulation,%time_SoC_20%-80%,config_id,year_offset,ss_cost_import,ss_cost_export,enable_all
Off,Import 5000.0 and export 0.0,1,0,25,0.7224999999999999,73.96033,3949.6098515125,984.3179655125,984.3179655125,0.05414218486272812,0.013493263197141777,0.013493263197141777,75.07809625460713,2965.291886,466.64,3431.931886,466.64,0.0,0.0,0.0,72948.845,59.310843098338296,59.310843098338296,58.4997051797903,,0.0,0.0,0.0,0,0.0,0,0,400,0,0,0.0,0.0,100.0,2025-01-01 00:00:00,2025-11-24 22:00:00,2025-01-01 00:00:00 to 2025-11-24 22:00:00,0.8986301369863013,100.0,yo0_ic5000_0_ec0_0_eaFalse,0,5000.0,0.0,False
Off,Import 5000.0 and export 0.0,1,150,25,0.7224999999999999,73.96033,3949.6098515125,984.3179655125,483.33126819255904,0.05414218486272812,0.013493263197141777,0.006625619201956645,87.76255664828597,2965.291886,1371.158999159941,4336.450885159941,870.17230184,0.0,39.322797904700735,12.43362594136459,72948.845,59.310843098338296,78.28227278660135,77.21168069095283,81.61786704133334,31.4826578579596,13.301994663956297,0.11199827103752105,0,316.5771634095281,60000,60000,400,0,0,0.0,0.0,63.462538069846225,2025-01-01 00:00:00,2025-11-24 22:00:00,2025-01-01 00:00:00 to 2025-11-24 22:00:00,0.8986301369863013,55.2153474780841,yo0_ic5000_0_ec0_0_eaFalse,0,5000.0,0.0,False
