FCR,Self-Sufficiency,Region,Company,PV Size,Battery Capacity,Max Power,Energy Efficiency,Total PV production during period,Total electricity cost base case,Total electricity cost with PV,Total electricity cost with PV and battery,Electricity cost/kWh base case,Electricity cost/kWh with PV,Electricity cost/kWh with PV and battery,€ % drop/kWh,Savings from PV during period,Savings from battery during period,Savings from (PV and) battery during period,Savings from reduced power contract fee,Payback Time PV,Payback Time battery,Payback Time (PV and) battery,Total demand (kWh),Self-sufficiency (SSR only PV %),Self-sufficiency (SSR %),Self-consumption (%),Number of Cycles in period,Time below 20% SoC (%),Time above 80% SoC (%),€ saved per passed kWh,PV investment (EUR),CO2 avoided of the grid electricy mix [CO2eq],Battery investment (EUR),Total Investment (EUR),Battery Capacity Price (EUR/kWh),Battery Power Price (EUR/kWh),PV Price (EUR/kW),Total FCR revenue (EUR),FCR% of saving,peak% of saving,start_time,end_time,demand_data_used:,length of simulation,%time_SoC_20%-80%,config_id,year_offset,ss_cost_import,ss_cost_export,enable_all
On,Import 5000.0 and export 0.0,SE3,039. Godestadsvagen,1,0,25,0.7224999999999999,13.722620000000012,4171.612389021207,3739.2805057712058,3739.2805057712444,0.06509509036409175,0.05834885404513214,0.05834885404513274,10.36366380509768,432.33188325000066,6.079999999793756,438.4118832497946,6.07999999983241,0.0,0.0,0.0,64084.90049999812,10.669846479671167,10.669846479671167,49.828389185154236,,0.0,0.0,0.0,0,0.0,0,0,400,0,0,0.0,0.0,100.00000000063575,2025-01-01 00:00:00,2025-12-31 23:00:00,2025-01-01 00:00:00 to 2025-12-31 23:00:00,1.0,100.0,yo1_ic5000_0_ec0_0_eaTrue,1,5000.0,0.0,True
On,Import 5000.0 and export 0.0,SE3,039. Godestadsvagen,1,150,25,0.7224999999999999,13.722620000000012,4171.612389021207,3739.2805057712058,3382.758157848155,0.06509509036409175,0.05834885404513214,0.052785572443047706,18.910055815567794,432.33188325000066,5405.068195050825,5837.400078300826,443.5194659998324,0.0,11.100692504664282,10.27854853105512,64084.90049999812,10.669846479671167,20.53384558372218,95.89345555842547,52.891373302999995,11.712328767123289,7.534246575342466,0.6811675837282637,0,144.60051550509738,60000,60000,400,0,0,4605.026381127942,85.19830305461372,8.205622019828407,2025-01-01 00:00:00,2025-12-31 23:00:00,2025-01-01 00:00:00 to 2025-12-31 23:00:00,1.0,80.75342465753424,yo1_ic5000_0_ec0_0_eaTrue,1,5000.0,0.0,True
