FCR,Self-Sufficiency,PV Size,Battery Capacity,Max Power,Energy Efficiency,Total PV production during period,Total electricity cost base case,Total electricity cost with PV,Total electricity cost with PV and battery,Electricity cost/kWh base case,Electricity cost/kWh with PV,Electricity cost/kWh with PV and battery,€ % drop/kWh,Savings from PV during period,Savings from battery during period,Savings from (PV and) battery during period,Savings from reduced power contract fee,Payback Time PV,Payback Time battery,Payback Time (PV and) battery,Total demand (kWh),Self-sufficiency (SSR only PV %),Self-sufficiency (SSR %),Self-consumption (%),Number of Cycles in period,Time below 20% SoC (%),Time above 80% SoC (%),€ saved per passed kWh,PV investment (EUR),CO2 avoided of the grid electricy mix [CO2eq],Battery investment (EUR),Total Investment (EUR),Battery Capacity Price (EUR/kWh),Battery Power Price (EUR/kWh),PV Price (EUR/kW),Total FCR revenue (EUR),FCR% of saving,peak% of saving,start_time,end_time,demand_data_used:,length of simulation,%time_SoC_20%-80%,config_id,year_offset,ss_cost_import,ss_cost_export,enable_all
Off,Import 0.0 and export 0.0,1,0,25,0.7224999999999999,73.96033,3949.6098515125,984.3179655125,984.3179655125,0.05414218486272812,0.013493263197141777,0.013493263197141777,75.07809625460713,2965.291886,466.64,3431.931886,466.64,0.0,0.0,0.0,72948.845,59.310843098338296,59.310843098338296,58.4997051797903,,0.0,0.0,0.0,0,0.0,0,0,400,0,0,0.0,0.0,100.0,2025-01-01 00:00:00,2025-11-24 22:00:00,2025-01-01 00:00:00 to 2025-11-24 22:00:00,0.8986301369863013,100.0,yo0_ic0_0_ec0_0_eaFalse,0,0.0,0.0,False
Off,Import 0.0 and export 0.0,1,150,25,0.7224999999999999,73.96033,3949.6098515125,984.3179655125,-1654.9120218466567,0.05414218486272812,0.013493263197141777,-0.022685924936120053,141.90064548306992,2965.291886,3252.7281529591564,6218.020038959156,613.4981656,0.0,16.576180265825958,8.671218150046919,72948.845,59.310843098338296,65.29566762917221,64.40268096494432,304.04176895797997,25.892516833947404,21.22983102528268,0.0713219582538937,0,99.86905597564532,60000,60000,400,0,0,0.0,0.0,18.86103408432311,2025-01-01 00:00:00,2025-11-24 22:00:00,2025-01-01 00:00:00 to 2025-11-24 22:00:00,0.8986301369863013,52.87765214076992,yo0_ic0_0_ec0_0_eaFalse,0,0.0,0.0,False
