FCR,Self-Sufficiency,PV Size,Battery Capacity,Max Power,Energy Efficiency,Total PV production during period,Total electricity cost base case,Total electricity cost with PV,Total electricity cost with PV and battery,Electricity cost/kWh base case,Electricity cost/kWh with PV,Electricity cost/kWh with PV and battery,€ % drop/kWh,Savings from PV during period,Savings from battery during period,Savings from (PV and) battery during period,Savings from reduced power contract fee,Payback Time PV,Payback Time battery,Payback Time (PV and) battery,Total demand (kWh),Self-sufficiency (SSR only PV %),Self-sufficiency (SSR %),Self-consumption (%),Number of Cycles in period,Time below 20% SoC (%),Time above 80% SoC (%),€ saved per passed kWh,PV investment (EUR),CO2 avoided of the grid electricy mix [CO2eq],Battery investment (EUR),Total Investment (EUR),Battery Capacity Price (EUR/kWh),Battery Power Price (EUR/kWh),PV Price (EUR/kW),Total FCR revenue (EUR),FCR% of saving,peak% of saving,start_time,end_time,demand_data_used:,length of simulation,%time_SoC_20%-80%,config_id,year_offset,ss_cost_import,ss_cost_export,enable_all
On,Import 0.0 and export 0.0,1,0,25,0.7224999999999999,73.96033,3949.6098515125,984.3179655125,984.3179655125,0.05414218486272812,0.013493263197141777,0.013493263197141777,75.07809625460713,2965.291886,466.64,3431.931886,466.64,0.0,0.0,0.0,72948.845,59.310843098338296,59.310843098338296,58.4997051797903,,0.0,0.0,0.0,0,0.0,0,0,400,0,0,0.0,0.0,100.0,2025-01-01 00:00:00,2025-11-24 22:00:00,2025-01-01 00:00:00 to 2025-11-24 22:00:00,0.8986301369863013,100.0,yo0_ic0_0_ec0_0_eaTrue,0,0.0,0.0,True
On,Import 0.0 and export 0.0,1,150,25,0.7224999999999999,73.96033,3949.6098515125,984.3179655125,-809.6874614435633,0.05414218486272812,0.013493263197141777,-0.011099386994318597,120.50044161028953,2965.291886,6497.794855309772,9463.086741309773,853.6225288,0.0,8.29786249332238,5.697697769566824,72948.845,59.310843098338296,63.805061445702115,62.93246038272138,144.950326528,21.06466776775505,17.99009020454834,0.29877599435239377,0,74.9952386051174,60000,60000,400,0,0,3850.1668995537084,59.25343882482664,13.1371110939652,2025-01-01 00:00:00,2025-11-24 22:00:00,2025-01-01 00:00:00 to 2025-11-24 22:00:00,0.8986301369863013,60.9452420276966,yo0_ic0_0_ec0_0_eaTrue,0,0.0,0.0,True
